test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,wt_value,perturbed_value,comparison_baseline,comparison_baseline_value,ratio,log2_fold_change,direction_threshold,predicted_direction,expected_direction,correct,phenotype_node,complexity_score,complexity_label,path_length,converged,iterations,evidence_doi
T014,Auxinole,chemical_treatment,0.1,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,30,10.7554/eLife.19048
T015,BAK1,knockout,0.0,,,1.0,0.990641,WT,1.0,0.990641,-0.0136,0.05,unchanged,decreased,False,Hypocotyl_Length,1,easy,1,True,11,10.1016/j.pbi.2014.07.012
T017,BBX21,knockout,0.0,,,1.0,9.99607,WT,1.0,9.99607,3.3214,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,34,10.1073/pnas.1607687113
T018,BBX21,overexpression,2.0,,,1.0,0.445578,WT,1.0,0.445578,-1.1662,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,26,10.1073/pnas.1607687113
T021,BES1,gain_of_function,2.0,,,1.0,1.000006,WT,1.0,1.000006,0.0,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,27,10.1016/j.pbi.2014.07.012
T022,BIN2,gain_of_function,2.0,,,1.0,0.50012,WT,1.0,0.50012,-0.9997,0.05,decreased,increased,False,Hypocotyl_Length,1,easy,1,True,24,10.1073/pnas.1700850114
T023,BIN2,gain_of_function,2.0,,,1.0,0.50012,WT,1.0,0.50012,-0.9997,0.05,decreased,decreased,True,Hypocotyl_Length,1,easy,1,True,24,10.1016/j.pbi.2014.07.012
T024,BL_treatment,exogenous_treatment,1.0,Brassinosteroid,1.0,1.0,1.001443,WT,1.0,1.001443,0.0021,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,24,10.1016/j.pbi.2014.07.012
T025,BRI1,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,30,10.1016/j.pbi.2014.07.012
T026,BR_treatment,exogenous_treatment,1.0,Brassinosteroid,1.0,1.0,1.001443,WT,1.0,1.001443,0.0021,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,24,10.1016/j.pbi.2014.07.012
T027,BZR1,gain_of_function,2.0,,,1.0,1.000006,WT,1.0,1.000006,0.0,0.05,unchanged,increased,False,Hypocotyl_Length,1,easy,1,True,27,10.1016/j.pbi.2014.07.012
T028,Brassinazole_Brz,chemical_treatment,0.1,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,30,10.1016/j.pbi.2014.07.012
T031,COP1,knockout,0.0,,,1.0,2.16467,WT,1.0,2.16467,1.1141,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,55,10.1073/pnas.1700850114
T032,COP1,knockout,0.0,,,1.0,2.16467,WT,1.0,2.16467,1.1141,0.05,increased,decreased,False,Hypocotyl_Length,1,easy,1,True,55,10.1038/emboj.2009.4
T033,CRY1,knockout,0.0,,,1.0,9.996577,WT,1.0,9.996577,3.3214,0.05,increased,increased,True,Hypocotyl_Length,1,easy,1,True,32,10.1016/B978-0-12-801922-1.00007-5
