test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,wt_value,perturbed_value,comparison_baseline,comparison_baseline_value,ratio,log2_fold_change,direction_threshold,predicted_direction,expected_direction,correct,phenotype_node,complexity_score,complexity_label,path_length,converged,iterations,evidence_doi
T099,BR_treatment,exogenous_treatment,1.0,Brassinosteroid,1.0,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.1104/pp.113.217703
T100,GA_treatment,exogenous_treatment,1.0,GA,1.0,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.7554/eLife.20542
T101,Brassinazole,chemical_treatment,0.1,,,1.0,0.993906,WT,1.0,0.993906,-0.0088,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,10,10.1104/pp.113.217703
T102,"2,4-D_treatment",chemical_treatment,1.0,AUXIN,1.0,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.7554/eLife.20542
T103,DA1 UBP15,rescue_experiment,0.0,,,1.0,0.989579,mutant,0.989579,1.0,0.0,0.05,unchanged,increased,False,Seed_Size,2,medium,1,True,11,10.1105/tpc.114.122663
T104,DA1 DA2 EOD1,triple_knockout,0.0,,,1.0,0.963132,WT,1.0,0.963132,-0.0542,0.05,unchanged,increased,False,Seed_Size,3,hard,1,True,15,10.1105/tpc.113.115063
T105,DA1 DAR1 DAR2,triple_knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.1105/tpc.113.115063
T106,MEA FIE,double_mutant,0.0,,,1.0,9.874764,WT,1.0,9.874764,3.3037,0.05,increased,increased,True,Seed_Size,2,medium,1,True,30,10.1073/pnas.1305175110
T107,WEI8 TAR1 TAR2,triple_knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,12,10.7554/eLife.20542
T109,ga1-3,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.1242/dev.201853
T110,TTG2,heterozygous,0.5,,,1.0,0.998331,WT,1.0,0.998331,-0.0024,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,6,10.1371/journal.pbio.3000930
T112,PKL,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.1038/s41477-022-01237-4
T113,ARF2 GRF5,double_knockout,0.0,,,1.0,0.987661,WT,1.0,0.987661,-0.0179,0.05,unchanged,increased,False,Seed_Size,2,medium,1,True,12,10.1093/plphys/kiab014
T115,DA1 DAR1 DAR2,triple_knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.1105/tpc.15.00587
T116,SEUSS ANT,double_knockout,0.0,,,1.0,9.874764,WT,1.0,9.874764,3.3037,0.05,increased,decreased,False,Seed_Size,2,medium,1,True,30,10.1104/pp.107.114751
T117,SEUSS,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,12,10.1104/pp.107.114751
T118,ABI4,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,unchanged,True,Seed_Size,1,easy,1,True,12,10.1104/pp.124.4.1752
T119,miR396a miR396b,double_knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.5483/BMBRep.2019.52.4.051
T120,BPC1,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,12,10.1105/tpc.105.030551
